code,label,营业收入(万元),营业成本(万元),营业利润(万元),利润总额(万元),所得税费用(万元),净利润(万元),基本每股收益,货币资金(万元),应收账款(万元),存货(万元),流动资产合计(万元),固定资产净额(万元),资产总计(万元),流动负债合计(万元),非流动负债合计(万元),负债合计(万元),所有者权益(或股东权益)合计(万元),期初现金及现金等价物余额(万元),经营活动产生的现金流量净额(万元),投资活动产生的现金流量净额(万元),筹资活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),期末现金及现金等价物余额(万元)
600817,1,"3,102","1,453","-2,484","-2,436",278,"-2,715",-0.10,"12,017",--,--,"12,364",39,"49,407","12,923","12,333","25,255","24,151","5,851","1,459","27,394","-22,687","6,166","12,017"
000613,1,"2,020",34,-71,250,--,250,0.01,"2,255",263,31,"2,606","5,630","11,408","2,967",0,"2,967","8,442",684,243,"1,328",0,"1,571","2,255"
300029,1,"13,859","12,809","-1,653",687,131,556,0.15,"17,873","10,586","30,624","77,848","25,909","109,805","42,991",903,"43,894","65,911","3,520","4,051","14,811","-16,186","2,671","6,190"
600145,-1,"4,225","4,247","-16,166","-153,962",--,"-153,962",-4.07,15,135,777,959,"1,317","3,187","8,762","138,328","147,090","-143,903",11,-32,53,-22,-1,10
300457,1,"36,517","23,894","4,417","6,727",732,"5,995",0.57,"8,105","14,335","13,673","48,543","16,719","97,730","35,396","10,219","45,614","52,116","4,471","1,777","-23,385","24,095","2,486","6,957"
002447,1,"54,003","19,212","22,500","23,962","1,089","22,873",0.50,"22,435","4,376","45,443","72,916","186,089","321,351","22,898","87,899","110,798","210,554","8,700","25,818","-66,373","54,290","13,735","22,435"
300182,1,"123,384","71,361","25,193","28,015","1,567","26,448",0.56,"60,798","76,383","20,224","176,624","14,093","234,031","61,267",8,"61,275","172,756","84,548","-13,366","-22,867","11,906","-24,304","60,243"
002472,1,"126,639","93,524","13,366","14,038","1,809","12,230",0.44,"4,603","30,843","62,659","112,956","98,669","239,874","72,652","11,904","84,556","155,318","6,105","12,639","-17,818","2,158","-3,038","3,066"
000573,1,"87,035","60,729","2,238","2,294","1,694",600,0.02,"37,604","6,383","156,096","211,391","9,505","332,209","130,367","40,376","170,743","161,466","9,494","3,386","-9,683","18,522","12,225","21,719"
601225,1,"4,115,015","2,693,779","358,508","351,808","70,597","281,211",0.10,"606,775","480,464","140,604","1,928,243","3,427,940","9,002,146","2,596,790","2,068,660","4,665,451","4,336,695","479,936","12,142","-313,022","427,733","126,839","606,775"
000157,1,"2,585,120","1,864,160","66,292","86,314","23,526","62,787",0.08,"1,689,435","3,043,939","1,037,623","7,408,196","606,679","9,375,796","2,526,244","2,724,760","5,251,005","4,124,791","1,665,742","-769,013","-261,140","822,952","-217,400","1,448,342"
600898,1,"87,989","76,480","2,970","3,167",826,"2,341",0.09,"14,063","4,024","12,806","50,410","12,009","69,644","32,914",0,"32,914","36,730","3,804","-7,629","8,501",-505,367,"4,171"
002358,1,"114,574","69,056","30,283","32,356","5,238","27,118",0.66,"64,909","95,652","53,824","292,061","55,239","387,628","167,463","8,508","175,972","211,657","63,991","-5,488","-46,470","35,022","-16,936","47,056"
300247,1,"28,412","17,530","2,066","2,284",317,"1,966",0.08,"15,938","7,886","12,147","38,829","26,501","79,876","11,806",481,"12,286","67,589","18,740","2,053","-4,830",173,"-2,802","15,938"
600683,1,"348,617","259,287","31,551","32,298","13,000","19,298",0.03,"226,366","3,888","2,310,980","2,802,192","5,544","2,966,044","1,991,944","756,951","2,748,895","217,149","110,636","18,357","98,353","-3,008","113,723","224,359"
002723,1,"58,318","48,238","4,358","4,741",654,"4,087",0.45,"6,509","10,697","10,022","28,950","32,479","80,629","17,641",966,"18,607","62,022","4,532","6,868","-16,505","11,666","1,977","6,509"
002082,1,"1,157,220","1,138,932","8,083","8,295","1,452","6,843",0.26,"27,614","11,428","31,278","109,885","43,901","161,727","25,655","1,374","27,028","134,699","24,979","1,676","1,853","-2,229","1,322","26,301"
300081,1,"66,736","46,165",464,917,114,803,0.08,"47,901","4,221","4,035","66,746","3,575","88,654","8,964",55,"9,019","79,636","37,030","4,745","11,027","-5,219","10,553","47,582"
002511,1,"252,178","176,421","9,089","9,426","2,676","6,750",0.17,"66,144","33,891","63,096","197,638","219,239","455,000","94,227","125,791","220,017","234,983","96,465","26,228","-46,527","-11,261","-31,740","64,725"
601969,1,"176,801","89,922","42,660","42,860",455,"42,405",0.25,"157,434","56,773","64,284","339,858","80,704","611,248","130,351","20,972","151,323","459,925","55,961","48,211","-43,370","94,941","99,782","155,743"
000630,1,"8,881,849","8,614,920","26,286","44,428","10,696","33,732",0.19,"675,356","160,848","926,519","2,568,655","1,516,571","4,692,719","2,526,869","599,022","3,125,892","1,566,827","182,792","229,180","-725,773","597,671","101,712","284,505"
002073,1,"294,961","206,196","10,859","21,388","2,377","19,011",0.26,"61,759","203,966","132,753","490,657","167,902","788,912","386,608","52,429","439,037","349,875","57,375","-28,978","-60,032","70,196","-18,908","38,467"
300349,1,"59,270","36,470","7,915","10,396","1,488","8,908",0.46,"10,010","26,711","5,781","66,790","15,303","125,415","24,176","1,555","25,731","99,684","35,632","9,475","-33,542","-1,564","-25,631","10,001"
600305,1,"120,758","72,828","10,059","11,073","2,953","8,120",0.26,"32,179","9,672","34,967","93,399","60,645","223,151","86,857","4,712","91,570","131,581","37,539","23,278","-11,944","-17,143","-5,809","31,729"
600628,1,"333,263","243,486","27,066","33,196","8,397","24,799",0.45,"57,208","18,696","18,177","123,757","277,069","521,457","256,520","2,939","259,459","261,999","67,041","46,694","-13,352","-43,177","-9,833","57,208"
600408,-1,"236,954","229,787","-32,589","-7,605",498,"-8,103",0.04,"13,710","185,134","23,943","267,823","344,882","661,713","366,119","135,434","501,553","160,160","10,821","-33,425",961,"35,338","2,874","13,695"
300291,1,"75,957","52,297","14,709","17,596","2,584","15,013",0.52,"34,490","72,273","36,681","193,141",776,"404,940","38,765",2,"38,767","366,173","38,939","-5,762","-77,933","79,245","-4,450","34,490"
603999,1,"75,917","54,975","11,356","13,878",94,"13,784",0.78,"65,184","13,617","8,380","91,626","30,925","133,776","19,336","14,104","33,440","100,336","54,348","11,878","3,334","-4,387","10,825","65,172"
000776,1,--,--,"655,323","664,860","150,308","514,551",0.85,"6,768,050","127,566",--,--,"88,173","24,009,978",--,--,"19,872,232","4,137,746","3,703,038","2,541,695","-872,338","3,610,662","5,279,377","8,982,415"
603608,1,"168,588","75,368","16,633","16,766","4,367","12,399",0.57,"21,521","25,962","47,219","104,337","25,373","139,457","57,336","2,611","59,947","79,510","14,425","23,626","-6,410","-11,184","6,030","20,456"
300248,1,"31,536","14,914","3,173","4,316",510,"3,806",0.26,"17,176","14,241","10,624","44,600","15,816","64,669","8,628",956,"9,584","55,084","22,381",362,"-5,789",128,"-5,298","17,083"
002655,1,"70,526","51,476","1,122","2,247",327,"1,920",0.05,"16,034","18,948","15,241","55,145","34,912","115,532","51,734",590,"52,324","63,208","9,332","7,135","-12,409","3,329","-1,653","7,679"
002385,1,"1,844,492","1,439,132","91,212","97,163","16,048","81,115",0.48,"261,440","61,450","191,747","572,582","290,376","1,055,059","361,415","63,989","425,404","629,655","155,948","84,742","-102,545","123,174","105,367","261,316"
002203,1,"1,206,145","1,125,392","48,438","48,791","3,601","45,190",0.29,"226,074","88,562","89,717","486,916","90,137","821,646","497,102",310,"497,411","324,235","36,891","133,260","25,994","17,095","176,922","213,813"
601098,1,"903,876","536,238","139,559","154,944","2,072","152,872",0.82,"1,071,768","83,330","105,287","1,293,004","115,051","1,514,025","409,889","11,887","421,775","1,092,249","843,608","153,473","7,271","-9,238","151,507","995,115"
300109,1,"25,334","17,651","3,489","3,510",498,"3,012",0.26,"4,229","2,834","7,088","15,024","26,280","47,463","6,744",694,"7,438","40,025","1,928","4,660","-4,677","1,923","1,882","3,811"
600136,1,"43,117","25,100","8,611","10,109","3,239","6,870",0.35,"6,025","40,143","29,855","80,282",489,"121,820","23,951","6,736","30,687","91,133",218,"-7,832","-4,085","17,723","5,806","6,025"
300145,1,"157,149","97,371","21,380","23,007","3,391","19,617",0.76,"56,713","16,457","32,536","115,787","57,483","205,201","50,889","3,221","54,110","151,091","42,963","17,887","-20,031",-306,"-2,383","40,580"
000673,1,"2,240",569,-20,-56,1,-57,-0.00,404,193,600,"11,913",181,"12,094","10,942",0,"10,942","1,152",481,-965,-107,995,-77,404
002397,1,"156,605","85,150","18,181","18,473","3,602","14,870",0.49,"39,761","24,380","46,443","119,022","50,766","187,631","57,873","2,457","60,330","127,300","31,417","22,486","-6,035","-11,738","4,625","36,043"
000655,1,"153,979","103,304","17,425","26,967","5,462","21,505",0.35,"8,099","29,846","20,027","113,031","57,528","366,721","38,313","9,155","47,469","319,253","24,172","24,500","-25,039","-15,876","-16,416","7,756"
600653,1,"629,965","607,027","-21,021","-17,146",889,"-18,034",-0.11,"97,235","26,197","120,688","390,437","140,381","803,565","468,987","105,148","574,135","229,430","65,484","5,137","-4,971","5,386","5,640","71,124"
600549,1,"1,014,273","692,953","121,147","133,114","39,783","93,331",0.65,"108,485","112,038","482,522","932,518","488,497","1,731,820","707,288","115,407","822,695","909,125","68,756","-4,382","-100,928","139,229","34,250","103,006"
002335,1,"148,566","100,735","13,388","15,497","1,770","13,727",0.58,"35,285","73,653","21,968","143,569","29,028","211,430","80,633","7,218","87,851","123,579","25,125","5,265","-14,920","15,245","5,648","30,773"
000927,-1,"323,164","368,512","-172,845","-165,027",761,"-165,788",-1.04,"36,057","4,252","64,311","138,942","297,944","680,368","461,596","63,817","525,413","154,956","37,387","-148,374","94,459","46,476","-7,439","29,948"
300469,1,"36,833","22,062","3,482","4,256",497,"3,758",0.71,"12,222","11,269","8,797","36,818",546,"42,428","25,232",545,"25,777","16,651","11,264",936,"-3,953","2,708",-308,"10,956"
600311,1,"21,531","20,087","-3,966","-3,474",-968,"-2,506",-0.04,"38,216",1,"7,671","60,177","31,375","97,899","8,854",187,"9,041","88,858","27,267","1,290","8,562","1,098","10,950","38,216"
000607,1,"148,524","107,750","19,963","20,335",6,"20,329",0.36,"45,374","38,852","3,502","148,539","25,185","195,295","62,349",456,"62,805","132,490","18,903","6,375",-493,"18,470","24,365","43,267"
300052,1,"48,953","19,934","-1,855","-1,219","-1,864",645,-0.08,"21,435","16,999",0,"47,671","5,061","153,517","35,601","17,985","53,586","99,931","31,776","-2,605","-35,578","27,420","-10,642","21,135"
002760,1,"52,220","38,444","3,656","4,337",621,"3,716",0.56,"10,429","7,763","11,589","34,561","36,748","93,069","30,300","23,297","53,597","39,472","5,723","6,878","13,776","-16,989","3,672","9,395"
603729,1,"132,044","118,796","5,075","6,016","1,110","4,906",0.65,"30,901","39,650",--,"94,955","7,971","110,681","12,094",0,"12,094","98,587","10,850","-14,283","-7,846","39,189","17,059","27,910"
000978,1,"99,138","65,951","4,403","3,894",996,"2,898",0.11,"27,251","36,585","7,826","76,232","103,520","306,693","98,513","47,665","146,177","160,516","25,029","11,912","-30,970","21,281","2,222","27,251"
002382,1,"153,509","129,529","6,517","7,292","1,125","6,167",0.26,"30,089","22,421","19,857","85,599","54,330","160,308","54,577","1,152","55,729","104,578","24,130","15,096","-8,539","-4,884","1,854","25,984"
600532,1,"69,275","50,697","15,251","20,168","2,572","17,596",0.44,"28,183",578,"10,007","40,762","90,990","221,417","79,166","21,620","100,786","120,631","13,924","20,124","-11,075","5,211","14,260","28,183"
600802,1,"206,184","171,985","7,048","9,575","2,270","7,305",0.13,"53,309",777,"22,443","94,175","274,099","540,274","282,816","45,154","327,970","212,304","64,776","29,523","-26,657","-14,915","-12,049","52,728"
600209,1,"10,976","9,028","-3,246",-313,281,-593,0.01,"6,129","5,421","10,565","28,970","19,941","97,578","15,775",520,"16,295","81,284","8,318","-2,209",714,-695,"-2,189","6,129"
002420,1,"324,265","285,048",563,"4,058",-255,"4,313",0.11,"24,539","118,092","43,601","239,332","83,532","365,813","161,768","41,703","203,472","162,341","26,406","17,530","-20,193","-2,572","-5,238","21,168"
600602,1,"299,739","239,816","20,871","25,422","3,345","22,077",0.13,"212,382","57,604","52,696","360,543","29,726","458,245","92,190","8,074","100,263","357,982","198,684","-2,955","18,805","-5,052","10,830","209,513"
300101,1,"40,720","18,654","6,778","7,675","1,052","6,623",0.19,"53,429","12,897","23,459","92,392","9,397","117,389","33,410","4,032","37,442","79,947","35,351","18,983","2,285","-3,190","18,078","53,429"
000663,1,"46,001","38,627","-3,821","-1,795",9,"-1,803",-0.10,"6,075","2,724","65,640","77,139","34,859","137,085","63,101","38,579","101,680","35,404","3,375","6,242","1,599","-6,842",999,"4,374"
002568,1,"15,718","4,499","6,377","6,604",903,"5,700",0.36,"42,017","3,510",888,"48,685","17,528","66,775","1,607",266,"1,873","64,902","43,111","5,869","-2,117","-4,846","-1,094","42,017"
002567,1,"1,006,949","915,118","18,774","18,835","5,231","13,605",0.19,"27,582","8,126","71,449","138,627","130,396","366,002","135,424","31,884","167,307","198,694","23,704","21,583","-61,076","38,449","-1,036","22,668"
000832,-1,"5,623","5,397","-3,467","-3,466",--,"-3,466",-0.10,108,--,"2,898","6,072","7,643","16,979","52,021",0,"52,021","-35,042",106,41,-40,0,2,108
002602,1,"171,223","120,100","23,776","23,710","2,598","21,112",0.60,"28,935","45,353","43,042","137,762","96,794","419,888","56,269",0,"56,269","363,619","8,131","24,545","-52,646","45,739","17,651","25,782"
002375,1,"1,291,711","1,047,585","124,532","124,729","17,829","106,900",1.18,"254,674","1,085,974","86,460","1,510,867","46,433","1,774,001","997,217","101,437","1,098,654","675,347","162,252","14,792","-34,932","103,883","83,743","245,995"
002063,1,"81,695","21,796","17,268","19,358","1,575","17,783",0.41,"106,544","32,530",832,"148,392","20,264","191,590","17,446","12,868","30,314","161,276","99,964","13,185","4,736","-11,342","6,579","106,544"
601199,1,"74,940","33,368","23,926","23,678","5,949","17,729",0.76,"113,970","1,573","22,248","167,255","127,358","337,424","124,006","15,611","139,617","197,807","32,405","38,540","-29,826","-4,442","4,272","36,677"
000735,1,"100,582","85,724",30,"8,902","3,439","5,462",0.06,"57,052","6,181","56,242","144,148","95,870","425,001","62,507","181,307","243,814","181,186","75,080","-2,184","-18,945","3,101","-18,028","57,052"
300328,1,"51,464","37,027","4,809","5,783",893,"4,890",0.44,"13,636","16,422","6,233","45,709","29,893","85,669","20,387","2,680","23,067","62,603","16,885","2,938","-8,592","2,378","-3,250","13,636"
002389,1,"69,962","53,347","6,507","7,056","1,591","5,464",0.09,"16,861","22,203","14,132","79,753","62,940","283,889","64,707","2,424","67,131","216,758","5,219","14,713","-37,092","22,673",294,"5,513"
000728,1,--,--,"179,505","179,330","42,156","137,174",0.70,"1,427,698","54,711",--,--,"146,049","5,314,332",--,--,"3,568,354","1,745,978","843,654","863,742","-11,839","20,090","873,041","1,716,695"
002308,1,"80,297","38,455","4,027","11,289",770,"10,519",0.13,"114,886","21,455","23,400","173,896","49,646","230,834","20,911","2,171","23,082","207,752","128,969","8,475","-5,822","-16,731","-14,090","114,879"
000430,1,"67,488","38,302","15,804","15,838","4,404","11,434",0.36,"11,358",450,506,"13,762","56,350","87,280","19,097","6,893","25,990","61,290","5,648","20,906","-15,719",434,"5,621","11,268"
300070,1,"344,916","209,886","116,192","117,485","16,117","101,368",0.88,"239,431","162,691","27,514","462,861","30,482","1,053,559","302,324","106,214","408,538","645,021","216,783","78,139","-75,758","18,103","20,484","237,267"
002360,1,"89,680","50,476","18,592","18,992","5,240","13,752",0.32,"45,403","5,913","8,281","62,989","26,953","136,614","26,359","8,307","34,666","101,947","29,818","24,533","-12,918","3,844","15,485","45,303"
000036,1,"20,527","9,551","5,655","5,642","2,628","3,014",0.03,"34,036",349,"315,623","354,699","29,155","456,893","87,347","120,211","207,558","249,334","123,933","-179,427","36,401","41,211","-101,815","22,119"
600647,1,"9,990","6,882","9,240","9,287","2,472","6,815",0.49,"16,948","1,220","8,573","42,367","2,038","54,455","23,466",127,"23,593","30,862","11,304","1,155","8,325","-3,836","5,644","16,948"
600844,1,"102,700","74,539",-832,"6,231","1,696","4,535",0.02,"10,243",824,"16,269","64,783","229,670","326,731","109,191","57,832","167,023","159,708","15,960","33,043","-14,166","-24,077","-5,200","10,760"
300257,1,"199,530","144,281","40,047","41,648","8,346","33,302",0.76,"165,685","46,371","61,437","310,327","91,292","434,583","93,081",832,"93,914","340,669","162,634","28,347","-16,583","-14,958","-3,266","159,369"
600409,1,"1,269,535","1,013,837","63,200","64,243","15,738","48,505",0.26,"164,726","45,753","133,006","501,952","1,237,792","2,002,594","886,817","457,474","1,344,290","658,304","141,149","70,966","-23,113","-23,700","23,578","164,726"
002262,1,"276,657","160,782","29,389","30,097","4,569","25,528",0.54,"74,484","60,664","27,089","169,398","25,411","255,092","68,900","3,460","72,360","182,732","29,676","20,424","-21,644","36,193","34,979","64,655"
000803,1,"16,299","11,910",474,852,479,373,0.03,"2,456",230,"30,923","39,714",436,"45,735","27,097","3,515","30,611","15,124","3,769","-4,412","-1,796","3,395","-2,813",956
