code,label,营业收入(万元),营业成本(万元),营业利润(万元),利润总额(万元),所得税费用(万元),净利润(万元),基本每股收益,货币资金(万元),应收账款(万元),存货(万元),流动资产合计(万元),固定资产净额(万元),资产总计(万元),流动负债合计(万元),非流动负债合计(万元),负债合计(万元),所有者权益(或股东权益)合计(万元),期初现金及现金等价物余额(万元),经营活动产生的现金流量净额(万元),投资活动产生的现金流量净额(万元),筹资活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),期末现金及现金等价物余额(万元)
000836,1,"160,797","149,994","-10,814","16,814","3,490","13,324",0.36,"77,301","20,151","103,978","265,764","46,320","334,914","137,583","10,495","148,077","186,836","9,916","32,648","30,054","53,133","115,835","125,751"
002368,1,"425,562","355,234","18,050","21,834","2,015","19,819",0.71,"99,204","148,976","10,319","301,595","3,211","415,892","210,876","2,507","213,384","202,509","105,430","-1,691","-13,964","-4,690","-20,345","85,085"
300258,1,"62,755","38,686","13,990","14,984","2,426","12,557",0.70,"4,769","13,453","14,232","44,392","75,682","158,787","34,722","6,202","40,923","117,864","7,227","13,014","-23,115","7,658","-2,507","4,720"
600658,1,"138,163","42,869","63,606","64,037","15,533","48,503",0.86,"207,245","5,714","95,734","345,002","2,352","431,300","126,370","2,583","128,952","302,348","176,410","39,598",392,"-14,213","25,778","202,188"
000925,1,"176,776","143,638",-601,905,-354,"1,260",0.04,"63,014","91,449","23,802","203,198","26,365","355,498","227,722","34,909","262,631","92,868","27,889","26,564","-11,733","-4,255","10,535","38,423"
002719,1,"32,136","19,130","4,404","4,646",503,"4,143",0.46,"24,066","6,868","5,370","58,507","13,479","79,104","14,256",0,"14,256","64,849","13,439","3,739","-22,538","28,496","9,697","23,136"
002309,1,"924,607","712,406","28,901","36,462","11,492","24,970",0.52,"330,701","465,727","258,921","1,276,313","306,418","1,711,490","804,066","388,884","1,192,951","518,539","145,245","-124,462","-41,198","236,743","62,250","207,496"
600292,1,"348,431","283,688","28,689","30,115","4,808","25,307",0.43,"93,979","161,590","89,465","412,782","330,175","865,528","315,670","54,421","370,091","495,437","54,717","-15,661","-143,796","194,401","34,944","89,661"
002615,1,"74,669","53,042","7,832","8,037","1,005","7,032",0.77,"20,559","7,591","13,344","42,761","26,021","81,181","16,515",116,"16,631","64,550","30,979","3,685","-11,419","-2,918","-10,619","20,360"
600970,1,"2,286,477","2,044,322","15,643","23,357","17,781","5,576",0.14,"657,428","319,637","493,945","2,140,909","181,267","2,510,173","1,883,932","176,536","2,060,468","449,704","426,617","139,901","-57,577","79,070","158,740","585,358"
000032,1,"144,091","125,673",269,"3,062","1,270","1,792",0.09,"33,344","10,059","28,971","89,534","6,279","142,427","38,515",531,"39,046","103,381","24,095","6,276","-6,869",-195,-750,"23,344"
600097,1,"83,101","69,388","-9,055","10,616",--,"10,616",0.52,"22,326","1,750","16,206","61,100","74,022","135,122","40,529","2,732","43,261","91,861","15,458","17,006","-4,627","-5,484","6,869","22,326"
600777,1,"93,613","66,079","3,725","4,317","2,451","1,866",-0.06,"43,513","6,137","302,761","384,251","21,284","427,562","235,758","12,589","248,346","179,216","22,710","4,228","9,177","-18,522","-5,117","17,593"
000950,1,"296,871","290,371","-36,259","-36,055",8,"-36,063",-0.60,"52,394",697,"38,010","133,778","464,642","683,093","152,599","323,027","475,626","207,467","15,362",574,"-32,061","37,046","5,558","20,920"
002520,1,"55,164","34,294","5,548","6,088","1,025","5,063",0.22,"16,872","20,185","42,704","86,681","33,628","135,081","59,309","5,835","65,144","69,937","18,526","1,061","-5,454","1,052","-3,614","14,912"
000676,1,"31,758","20,786","-1,441",-219,203,-422,0.01,"9,767","4,771","3,635","19,702","9,718","31,257","15,382","1,315","16,697","14,559","5,897","3,134","5,392","-5,896","2,886","8,783"
002558,1,"51,608","42,979",670,"1,728",670,"1,058",0.16,"7,918","1,004","10,507","21,090","44,356","65,779","4,920",0,"4,920","60,860","8,344","7,423","-2,149","-5,861",-587,"7,758"
002718,1,"37,862","18,212","11,978","12,233","1,765","10,468",2.05,"31,670",249,"2,194","42,636","9,688","58,483","5,654",151,"5,805","52,678","18,119","11,783","-12,551","14,318","13,551","31,670"
000908,1,"195,743","28,909","29,359","30,609","4,868","25,742",0.55,"21,452","35,490","12,862","107,120","26,841","191,380","79,785","12,191","91,976","99,404","14,575","20,593","-43,700","29,985","6,878","21,452"
300414,1,"35,977","23,112","9,094","9,526","1,468","8,058",0.65,"55,943","10,992","5,360","74,154","4,426","79,997","10,313","1,924","12,237","67,760","21,511","6,261",-121,"28,219","34,359","55,870"
002146,1,"2,311,897","1,542,004","449,059","450,534","104,986","345,548",1.71,"588,678","26,636","5,201,569","7,250,673","105,211","7,579,217","4,958,333","1,073,322","6,031,656","1,547,561","448,120","-166,082","-129,909","265,934","-29,852","418,268"
300105,1,"83,776","66,424","-6,683","-5,818",-722,"-5,096",-0.09,"92,542","101,882","26,683","248,030","20,334","279,309","67,947","1,398","69,345","209,963","90,121","4,031","-1,811","-2,056",226,"90,347"
600403,1,"748,084","560,919","29,221","15,493","5,783","9,710",0.05,"194,281","165,027","57,577","587,933","528,896","1,618,328","453,868","149,967","603,834","1,014,493","181,126","9,779","-35,711","-4,876","-30,808","150,318"
600113,1,"44,409","40,603","1,745","1,792",264,"1,528",0.05,"11,085",27,"65,342","81,902","2,232","106,713","36,487","4,750","41,237","65,476","7,613","4,754",945,"-3,233","2,477","10,090"
300406,1,"50,827","14,577","23,803","24,626","3,562","21,064",2.02,"64,462","20,229","8,270","96,843","6,789","104,447","4,912",832,"5,744","98,703","18,762","15,694",-669,"30,682","45,700","64,462"
000955,1,"25,990","23,186","-5,270",539,64,475,0.01,"20,995","2,635","6,327","36,318","45,237","100,061","23,070","6,541","29,611","70,450","23,994",110,"3,380","-6,705","-3,211","20,783"
300298,1,"64,550","22,099","13,803","16,168","1,857","14,311",0.55,"35,390","7,867","5,361","74,063","22,344","133,401","7,412","1,977","9,389","124,012","63,972","12,152","-37,404","-3,608","-28,581","35,390"
300388,1,"102,267","75,236","6,880","7,051","1,750","5,302",0.69,"20,919","30,495","2,713","66,583","13,178","258,418","109,288","70,236","179,524","78,894","4,938","3,314","-1,375","11,960","13,899","18,837"
300345,1,"21,322","14,801","1,186","1,386",208,"1,178",0.12,"22,163","17,754","6,193","50,887","16,392","83,527","18,433",625,"19,058","64,469","24,006","9,056","-7,544","-3,280","-1,768","22,238"
002591,1,"24,879","17,450",243,678,138,539,0.02,"14,115","29,984","5,153","61,895","12,316","92,989","14,006","1,596","15,602","77,387","15,746","-2,648",-780,"1,777","-1,650","14,096"
300234,1,"50,554","27,605","11,888","12,149","1,715","10,434",0.40,"7,121","27,428","16,881","57,225","10,109","76,149","22,002",980,"22,982","53,167","8,298","6,002","-3,398","-4,946","-2,342","5,957"
300187,1,"90,114","75,317","6,105","6,437",993,"5,444",0.27,"38,923","25,477","35,796","113,960","13,860","155,668","64,664",41,"64,705","90,964","33,340","11,659","-16,246",-1,"-4,588","28,752"
002227,1,"45,796","26,842","8,240","9,160","1,043","8,117",0.37,"18,421","32,854","18,697","74,249","2,253","96,884","19,362","1,049","20,411","76,474","16,268","-1,182","2,070","1,234","2,119","18,388"
300380,1,"22,003","11,766","3,022","4,100",239,"3,861",0.57,"28,274","8,065","5,053","42,944","2,866","48,889","6,528",0,"6,528","42,361","11,529","3,825","-2,924","15,775","16,675","28,204"
002370,1,"37,560","23,162","4,562","4,839",782,"4,057",0.20,"22,501","8,488","9,593","49,365","23,533","84,853","10,013",108,"10,121","74,731","27,035","7,331","-8,450","-3,415","-4,534","22,501"
002387,1,"58,334","35,559",-804,"1,478",249,"1,229",0.04,"15,214","4,688","13,163","47,438","67,960","217,574","34,095","46,282","80,378","137,197","41,196",-234,"-47,469","21,721","-25,982","15,214"
300376,1,"368,239","303,985","28,008","31,644","3,777","27,867",1.11,"52,352","174,360","49,798","326,188","40,624","443,715","295,295","13,128","308,423","135,293","37,681","22,102","-37,236","4,177","-10,534","27,147"
300130,1,"67,820","38,896","3,583","7,733",-224,"7,957",0.70,"51,597","29,911","12,741","103,689","2,698","138,126","23,664","1,132","24,796","113,330","67,075",-387,"-17,102",87,"-17,401","49,674"
002020,1,"123,550","65,977","12,440","12,692","1,983","10,708",0.40,"38,012","18,181","17,901","113,956","58,981","206,466","60,400","6,212","66,612","139,854","10,065","21,049","-49,251","37,136","8,947","19,012"
002658,1,"100,235","50,021","29,012","30,609","4,337","26,272",0.43,"29,497","44,286","28,194","143,419","14,644","181,319","20,950","2,020","22,970","158,349","22,538","11,509","-14,063","-6,499","-9,061","13,477"
000801,1,"223,865","177,998","4,267","7,922",105,"7,817",0.19,"50,824","99,125","26,062","225,406","21,219","298,979","139,825","4,537","144,361","154,618","74,080","8,506","-38,326",352,"-29,356","44,724"
002248,1,"34,550","31,304","-10,626","-3,175",-564,"-2,611",0.01,"5,965","15,817","58,437","105,820","90,945","236,240","98,714","18,422","117,136","119,105","7,536","-7,004","11,761","-9,092","-4,335","3,200"
600202,1,"105,899","81,247","1,326","2,417",162,"2,255",0.06,"13,727","113,703","39,859","183,409","53,134","261,535","147,507","28,420","175,926","85,609","13,141","26,481","-1,083","-29,074","-3,676","9,466"
002258,1,"148,907","112,981","15,523","16,820","2,345","14,475",0.68,"16,428","29,328","41,421","99,098","117,359","255,668","73,039","27,483","100,522","155,146","9,179","15,680","-28,518","19,183","6,696","15,875"
002256,1,"50,626","32,191","5,045","5,597",406,"5,192",0.16,"26,766","16,329","6,202","54,546","19,740","186,249","104,762","21,444","126,206","60,043","19,624","6,882","-67,287","65,506","5,100","24,725"
002039,1,"214,712","96,647","46,553","53,682","2,572","51,110",0.96,"50,777","7,637",1,"119,253","1,284,910","1,860,914","210,075","1,261,264","1,471,340","389,574","24,739","125,738","-121,399","21,699","26,037","50,777"
000707,1,"400,061","335,307","-6,536","1,479","1,144",335,0.02,"55,780","52,887","352,141","532,540","353,023","1,004,588","781,583","75,445","857,027","147,561","34,606","50,114","-31,439","-26,891","-8,180","26,426"
300090,1,"121,014","76,111","21,450","23,979",-17,"23,996",0.54,"96,273","89,030","30,723","312,318","75,187","602,198","266,642","126,063","392,705","209,492","32,950","19,213","-75,350","92,389","36,250","69,200"
600610,1,"6,972","6,696","1,823","10,104",131,"9,973",0.09,"9,704",849,"99,642","113,692",71,"114,248","13,201",504,"13,705","100,543","2,551","-2,440","17,441","-9,541","5,203","7,754"
600687,1,"474,180","433,868","33,135","34,097","8,980","25,117",0.51,"37,877","59,285","76,357","294,559","30,808","363,410","168,233","34,485","202,718","160,693","50,004","-146,815","6,504","122,481","-17,830","32,174"
300179,1,"18,907","10,046","-2,106","3,701",387,"3,315",0.17,"29,929","8,962","8,633","60,669","15,844","84,911","9,414","3,222","12,636","72,275","37,039","3,859","-23,351",-568,"-20,060","16,979"
000820,1,"30,505","26,044","-1,025",-116,-340,224,0.01,702,"5,562","9,639","22,994","28,972","68,847","16,211","29,691","45,901","22,945","2,750","-3,385",392,945,"-2,048",702
600235,1,"137,311","115,233","-2,855",246,162,84,0.01,"14,460","27,641","31,986","99,952","102,029","237,638","80,511","14,037","94,547","143,090","19,149","12,309","-20,410",717,"-7,365","11,784"
600657,1,"485,049","311,453","93,710","103,149","27,040","76,109",0.50,"274,534","39,743","3,016,791","3,549,798","8,708","3,771,417","1,639,525","1,308,806","2,948,331","823,086","274,925","-583,206","11,472","519,425","-52,309","222,616"
600851,1,"111,019","88,056","41,034","37,836","9,817","28,020",0.24,"57,749","22,786","31,818","128,094","40,598","726,571","66,518","106,041","172,559","554,012","28,943","3,134","49,120","-24,750","27,506","56,449"
002242,1,"594,351","400,315","71,235","75,645","14,102","61,543",0.70,"123,351","7,842","48,050","353,140","80,737","496,576","171,478","3,443","174,921","321,654","106,184","59,541","3,323","-45,744","17,167","123,351"
600240,1,"275,095","159,070","58,385","58,105","17,064","41,041",0.29,"298,343",81,"828,636","1,220,978","21,853","1,688,801","640,005","663,637","1,303,642","385,159","146,368","138,519","-228,464","142,092","52,147","198,515"
000765,-1,"1,109",772,3,"1,779",--,"1,779",0.07,337,128,453,"1,188",78,"11,202","66,124","13,804","79,927","-68,726",102,226,"3,249","-3,240",235,337
002713,1,"188,002","116,246","14,365","15,363","3,733","11,630",0.96,"76,003","7,560","11,407","132,278","11,243","166,193","73,085",131,"73,216","92,977","69,735","4,700","-39,530","40,368","5,537","75,272"
300250,1,"23,123","13,547","3,387","4,275",633,"3,642",0.40,"20,646","12,763","3,193","40,206","2,353","49,154","6,194",0,"6,194","42,959","19,301","3,005",-278,"-1,472","1,255","20,556"
600801,1,"1,599,615","1,127,850","168,939","199,334","49,957","149,377",0.82,"268,428","80,928","127,564","631,750","1,501,771","2,605,671","923,913","576,433","1,500,346","1,105,325","216,117","383,986","-183,888","-154,193","43,509","259,626"
603009,1,"63,445","49,055","5,131","5,438",895,"4,543",0.48,"9,966","14,323","12,657","49,734","28,437","92,646","42,136","5,144","47,280","45,366","3,658","15,795","-17,606","1,726",-85,"3,573"
002249,1,"444,331","346,144","36,545","40,383","6,563","33,820",0.39,"77,803","80,665","101,875","407,599","97,520","629,514","222,237","25,237","247,473","382,041","166,502","54,051","-182,861","31,589","-95,181","71,321"
300064,1,"63,760","42,048","6,607","7,326","1,257","6,069",0.10,"38,837","29,251","24,651","112,667","130,261","282,941","115,117","13,354","128,471","154,469","22,339","12,239","-20,954","7,596","-1,163","21,177"
600526,1,"278,338","235,178","6,086","7,805","2,070","5,735",0.14,"46,815","79,420","226,876","411,617","32,505","476,126","335,977","5,587","341,564","134,562","47,988","-42,346","-2,476","25,115","-19,709","28,279"
000711,1,"7,209","3,088","1,544",-585,415,"-1,001",0.23,"9,592",175,119,"29,387",176,"29,762",839,0,839,"28,923","4,237","-4,981","16,614","-6,278","5,355","9,592"
000960,1,"2,613,365","2,453,564","-8,175","5,041","1,305","3,736",0.03,"120,860","37,886","586,950","1,003,960","962,642","2,258,173","1,238,470","307,601","1,546,071","712,102","228,961","173,078","-77,674","-203,546","-108,101","120,860"
002471,1,"486,577","409,162","15,943","17,949","2,938","15,011",0.20,"96,318","224,553","116,289","495,914","68,377","608,651","331,664","54,073","385,737","222,914","23,280","-28,734","-16,537","57,654","12,342","35,623"
000612,1,"524,965","478,067","39,677","40,715","5,070","35,645",0.31,"42,691","3,936","43,025","119,913","319,304","914,689","243,160","198,744","441,904","472,785","54,542","164,378","-232,837","46,608","-21,851","32,691"
002200,1,"73,086","51,956","2,572","2,523",261,"2,262",0.03,"10,641","40,507","118,820","189,711","12,790","241,573","135,271","17,470","152,741","88,831","13,520","-21,293","-3,105","21,378","-3,020","10,500"
600584,1,"642,827","506,967","21,919","25,791","4,915","20,876",0.18,"285,773","71,074","79,023","505,050","408,496","1,090,230","588,368","99,745","688,113","402,117","45,762","104,852","-145,476","247,735","207,564","253,326"
600539,-1,"2,069","1,277","-4,724","-4,971",--,"-4,971",-0.18,571,"3,395","2,790","14,295","5,462","92,160","18,256","3,748","22,004","70,156","21,399","-3,239","-19,624","2,035","-20,828",571
600129,1,"695,805","499,149","-26,093","-25,354","1,046","-26,400",-0.65,"206,064","100,040","160,755","626,662","165,453","1,035,229","818,819","56,461","875,280","159,949","45,603","-27,628","15,993","38,973","27,338","72,941"
300487,1,"28,604","17,566","6,759","6,927",956,"5,970",1.00,"14,776","10,848","8,995","36,958","3,931","47,658","9,210",0,"9,210","38,448","14,366","2,655","-1,353",-918,410,"14,776"
300176,1,"123,575","97,912","1,098","1,351",-245,"1,596",0.15,"6,885","32,487","24,995","76,219","80,357","181,760","90,720","34,500","125,220","56,540","11,628","5,779","-27,470","16,323","-5,334","6,294"
002532,1,"114,531","85,210","8,680","10,691","1,353","9,339",0.27,"20,604","8,946","21,980","60,837","52,158","150,431","34,275",990,"35,265","115,166","14,963","18,849","-5,543","-2,507","10,818","25,780"
300383,1,"43,454","24,770","11,243","11,249","1,730","9,519",0.88,"23,898","4,395",115,"29,608","36,239","86,274","16,144",323,"16,467","69,807","3,904","14,916","-23,015","28,093","19,994","23,898"
300489,1,"15,725","9,031","4,136","4,296",694,"3,601",1.06,"5,130","2,847","2,856","12,278","7,546","50,209","10,208","15,971","26,180","24,029","4,547","3,794","-6,416","2,489",-133,"4,414"
600010,1,"2,979,189","2,654,350","51,929","42,225","22,094","20,131",0.01,"493,417","172,740","1,547,167","3,484,680","2,435,636","10,366,616","6,548,951","1,901,981","8,450,931","1,915,685","95,420","296,457","-272,816","4,446","28,116","123,536"
300437,1,"39,803","30,470","3,928","4,470",558,"3,912",0.64,"14,636","5,369","3,857","34,561","8,269","48,065","5,133",602,"5,735","42,330","6,629","2,832","-9,213","14,241","7,857","14,486"
002421,1,"126,306","86,354","16,493","17,510","2,736","14,774",0.51,"47,042","63,277","25,356","205,085","9,317","260,039","75,294","10,000","85,294","174,745","21,883","11,411","-67,030","79,989","24,370","46,253"
600186,1,"200,494","189,074","-24,005","1,651",--,"1,651",0.02,"8,162","59,842","14,724","136,329","51,804","263,626","205,887","1,874","207,761","55,865","3,991","-3,871","2,007","1,523",-367,"3,624"
000529,1,"187,618","166,360","17,148","20,034","4,685","15,349",0.26,"70,272","2,253","14,958","90,439","18,005","147,295","36,097","3,726","39,823","107,472","42,716","14,821","8,306","4,429","27,556","70,272"
002198,1,"56,582","22,125","7,618","8,731","1,365","7,365",0.15,"3,329","15,648","5,996","30,401","19,117","103,528","13,719","3,475","17,194","86,335","5,520","10,336","-12,325","-1,050","-3,038","2,481"
603996,1,"240,755","217,248","10,950","12,002","1,738","10,264",0.68,"17,067","64,895","40,231","127,300","24,385","163,897","87,398",0,"87,398","76,499","17,769","-2,986","-11,627","11,091","-3,548","14,221"
600243,1,"112,579","87,342","-2,679",500,906,-406,-0.02,"16,676","54,612","43,895","137,213","38,011","233,904","111,704","39,585","151,289","82,615","28,678","-6,045","-5,537","-1,409","-12,991","15,686"
600792,1,"488,610","446,597","2,673","3,198",-591,"3,789",0.04,"26,378","23,162","41,887","191,688","285,505","652,578","237,286","73,171","310,457","342,121","36,423","28,862","-76,836","21,995","-25,979","10,444"
300160,1,"83,731","64,009","4,019","3,520",237,"3,283",0.20,"27,842","25,996","6,782","81,727","37,294","136,272","22,897","4,885","27,782","108,490","33,413","10,385","-6,560","-11,036","-7,210","26,203"
600590,1,"292,071","242,040","6,241","9,396","3,578","5,818",0.12,"89,725","123,460","64,172","319,933","107,738","582,152","320,664","35,098","355,762","226,391","62,591","18,315","-4,268","7,006","21,075","83,666"
000005,1,"5,278","3,893","5,352","5,437","1,121","4,316",0.05,"5,591",184,"1,539","24,458","2,592","136,666","64,667","5,028","69,695","66,972","1,046",-918,"-5,110","6,494",467,"1,513"
002455,1,"290,456","263,366","5,755","6,325",843,"5,482",0.23,"19,747","24,578","22,112","105,156","82,509","210,988","121,254","8,584","129,838","81,151","8,441","30,703","-13,991","-13,174","3,450","11,892"
000425,1,"2,330,628","1,803,348","45,127","54,327","13,635","40,692",0.20,"515,810","2,003,454","771,432","3,653,931","819,065","4,885,054","1,976,304","864,853","2,841,158","2,043,896","676,619","73,767","-87,104","-183,561","-201,071","475,548"
000911,1,"269,289","246,287","-33,958","-30,681","-3,243","-27,437",-1.00,"119,922","41,394","49,781","287,297","140,571","450,706","239,310","91,798","331,108","119,598","141,906","-92,078","104,896","-34,802","-21,984","119,922"
002076,1,"44,185","33,205","1,071","2,018",345,"1,674",0.09,"8,457","14,469","12,682","38,606","14,017","61,155","17,849","1,339","19,188","41,967","9,895",412,"-4,502","2,123","-1,967","7,928"
002632,1,"46,278","32,941","2,612","2,978",213,"2,765",0.20,"12,221","7,297","16,201","38,332","50,786","106,687","11,522","3,427","14,949","91,738","8,668","13,441","-8,291","-1,963","3,135","11,803"
300003,1,"166,864","60,828","51,686","53,664","8,440","45,224",0.52,"50,667","81,691","24,970","171,513","52,271","382,993","51,721","2,013","53,734","329,259","70,442","34,832","-68,865","12,990","-21,142","49,300"
600354,1,"125,586","81,996","-24,372","-22,550","3,016","-25,565",-0.72,"134,305","28,910","81,324","261,080","73,480","368,623","240,368","1,137","241,505","127,118","125,970","47,217","-6,587","-34,692","5,937","131,908"
601555,1,--,--,"143,060","144,879","32,423","112,456",0.49,"1,024,979","4,487",--,--,"82,158","5,746,111",--,--,"4,322,773","1,423,338","724,966","100,647","-15,719","795,448","880,379","1,605,345"
300284,1,"216,279","144,350","32,130","33,271","6,354","26,917",0.52,"86,478","215,859","3,831","331,938","25,162","429,508","209,912","8,756","218,668","210,839","91,822","25,329","-25,203","-7,612","-7,415","84,408"
002301,1,"158,190","131,235",-497,411,"-1,570","1,981",0.05,"47,298","26,243","23,254","126,117","60,690","244,358","108,957","20,845","129,803","114,556","35,495","-4,032","-33,761","35,945",-837,"34,658"
300313,1,"12,194","7,649",-37,392,181,211,0.02,"18,258","3,310","8,509","30,882","22,652","61,001","16,224","1,134","17,358","43,644","4,802",318,"-5,413","8,136","3,044","7,846"
002448,1,"110,447","70,017","20,961","22,019","2,716","19,303",0.33,"22,925","15,430","28,361","113,871","100,054","259,543","25,883","27,996","53,879","205,664","31,569","12,803","-25,061","2,787","-8,665","22,904"
002049,1,"108,656","65,908","27,373","33,584","3,208","30,375",0.50,"76,756","50,880","33,292","176,317","31,552","348,999","38,348","48,168","86,516","262,482","90,686","25,331","-36,385","-2,903","-13,949","76,737"
002607,1,"523,694","497,922","-8,195","-4,721","1,175","-5,896",-0.21,"48,081","2,750","79,441","173,427","75,147","340,851","213,654","42,758","256,412","84,439","19,623","11,892","-23,853","7,580","-4,381","15,243"
600162,1,"440,741","282,706","44,340","42,159","17,398","24,761",0.33,"202,877","3,628","858,263","1,137,654","54,779","1,377,384","888,079","255,672","1,143,751","233,633","164,159","-36,946","-4,715","62,479","20,818","184,977"
002230,1,"177,521","78,758","28,806","43,375","4,526","38,849",0.47,"106,701","119,223","18,065","256,455","70,974","516,990","107,592","19,256","126,848","390,142","175,469","42,008","-111,810","1,034","-68,768","106,701"
300261,1,"52,608","36,589","5,776","5,938",674,"5,264",0.17,"5,472","15,806","15,219","42,359","41,766","131,227","49,682","10,690","60,372","70,855","9,106","8,464","-35,337","21,822","-4,950","4,157"
000561,1,"92,601","55,497","4,619","5,016",722,"4,295",0.06,"38,707","55,492","47,296","163,136","14,804","190,592","80,141","6,611","86,752","103,840","34,144","4,064","-4,769","1,755","1,050","35,193"
600706,1,"108,223","73,106","1,551","2,948",273,"2,675",0.16,"11,851","34,262","5,246","57,213","93,566","174,214","79,334","16,258","95,592","78,622","35,715","-1,446","-6,656","-15,762","-23,864","11,851"
300142,1,"71,902","40,696","12,816","13,796","4,125","9,671",0.61,"58,421","41,818","15,568","222,071","51,879","596,772","141,541","134,033","275,574","321,198","122,996","-6,593","-25,032","-32,950","-64,575","58,421"
600338,1,"154,160","152,560","1,265","1,432",395,"1,037",0.05,"11,656",698,"8,787","33,601","10,467","49,931","43,353",404,"43,757","6,174",952,"5,424","9,475","-7,551","7,347","8,299"
000584,1,"201,379","142,932","24,026","24,184","7,841","16,343",0.27,"65,619","1,183","103,321","220,915","102,994","349,084","127,549","13,083","140,632","208,452","57,531","18,836","4,178","-19,311","3,707","61,238"
600428,1,"684,166","616,488","24,406","28,054","13,263","14,790",0.09,"135,123","35,165","18,348","266,604","1,249,420","1,794,739","477,086","642,872","1,119,958","674,781","197,215","77,984","-52,040","-27,644","2,029","199,244"
600279,1,"189,530","149,393","13,898","18,489","3,019","15,470",0.22,"85,959","16,633","14,118","155,445","353,764","717,886","186,821","103,560","290,380","427,506","42,186","25,451","-74,078","92,400","43,773","85,959"
002605,1,"75,191","54,341","15,659","16,621","4,301","12,320",0.33,"13,857","1,870","26,112","73,645","21,336","145,094","47,250","1,300","48,550","96,545","12,194","7,425","-38,363","23,242","-7,747","4,447"
600213,1,"147,315","135,885","-16,029","-14,477",--,"-14,477",-0.66,"32,849","122,443","17,476","180,848","26,940","216,561","165,977","38,483","204,460","12,101","22,183","-30,343","-7,555","28,429","-9,515","12,668"
300397,1,"22,301","11,668","5,077","5,969","-1,560","7,528",0.77,"61,424","39,655","15,929","132,881","6,029","150,361","19,455","1,392","20,847","129,514","12,208","-8,398","-13,471","69,171","47,302","59,510"
601001,1,"867,626","542,042","-20,725","108,152","41,738","66,415",0.09,"529,836","135,419","66,867","930,716","553,141","2,465,525","690,681","549,595","1,240,276","1,225,249","287,072","38,966","-121,569","321,659","239,056","526,128"
300441,1,"25,723","18,411","2,955","3,532",434,"3,098",0.19,"9,624","6,120","12,061","29,491","22,113","60,839","13,760","1,694","15,454","45,385","2,846","2,874","-6,290","10,123","6,714","9,560"
300137,1,"44,062","22,734","5,812","8,282","1,099","7,183",0.22,"41,392","20,776","18,894","91,349","18,718","119,529","14,565",955,"15,520","104,010","48,603",112,"-6,599",-709,"-7,211","41,392"
600505,1,"76,313","58,345","6,673","7,507","1,496","6,011",0.17,"15,958","3,085",572,"20,432","128,947","181,868","43,490","36,556","80,046","101,822","17,672","16,876","-7,179","-15,137","-5,440","12,232"
002399,1,"195,886","139,349","39,018","39,661","6,128","33,533",0.42,"412,602","38,346","88,360","675,799","65,512","993,035","18,628","139,151","157,779","835,257","605,028","91,280","-281,237","-2,657","-192,426","412,602"
300201,1,"57,591","42,514",512,"1,636",4,"1,632",0.05,"15,769","22,664","20,415","76,240","21,159","107,681","39,519",540,"40,059","67,623","16,905","3,524","-9,051","2,522","-3,005","13,900"
002349,1,"78,033","47,970","9,299","9,672","1,488","8,184",0.30,"48,483","29,175","22,249","104,850","48,873","250,609","26,103","1,124","27,227","223,382","86,499","-7,601","-37,881","6,194","-39,225","47,274"
002042,1,"613,275","531,327","-1,688","21,380","4,668","16,712",0.20,"111,786","67,164","249,835","504,311","312,769","886,096","431,904","107,229","539,133","346,963","37,742","11,714","-15,889","12,147","8,967","46,709"
000567,1,"1,559","1,499","2,436","2,437",114,"2,323",0.15,"9,915",--,"2,158","19,007",600,"22,899",903,158,"1,061","21,838",311,586,"12,873",0,"13,459","13,770"
600132,1,"316,861","175,550","2,871","2,503","5,653","-3,150",0.15,"12,446","4,047","115,913","137,408","174,737","392,529","220,046","30,571","250,617","141,912","33,624","41,417","-7,912","-54,683","-21,178","12,446"
002681,1,"108,046","82,346","16,180","16,779","2,233","14,546",0.48,"57,929","20,987","11,716","107,980","17,879","139,066","28,169","1,057","29,226","109,840","27,391","15,632","-17,120","-4,283","-5,626","21,765"
300418,1,"193,415","59,815","32,351","32,969",330,"32,638",1.55,"70,483","25,430",--,"112,863","3,081","146,824","45,317",316,"45,634","101,191","65,966","39,680","-19,037","-16,664","4,516","70,483"
000723,1,"99,811","82,468","1,538","1,602",602,999,0.03,"8,652","33,587","17,491","67,367","15,128","83,679","33,588",0,"33,588","50,091","8,984","-2,652",-323,-357,"-3,332","5,652"
300058,1,"597,909","408,057","91,149","94,795","20,584","74,212",0.75,"197,874","222,355",658,"486,787","4,225","1,137,017","448,582","224,391","672,973","464,044","100,938","20,536","-193,746","154,394","-19,644","81,294"
000013,-1,0,0,"-8,066","-8,066",0,"-8,066",0.00,133,0,0,203,506,"4,843","207,808","127,221","335,029","-330,186"
300148,1,"54,428","23,577","20,673","22,133","4,433","17,700",0.42,"49,769","5,415","2,132","62,479","6,075","208,579","14,596",72,"14,668","193,911","36,899","21,468","-10,466","-1,232","9,770","46,669"
000687,1,"72,257","68,157","-4,446","1,148",-300,"1,448",0.02,"30,516","2,131","26,761","109,517","120,877","254,435","59,199","34,062","93,262","161,173","21,075","8,212","22,454","-21,502","9,164","30,239"
