code,label,基本每股收益(元),每股净资产(元),每股经营活动产生的现金流量净额(元),主营业务收入(万元),主营业务利润(万元),营业利润(万元),投资收益(万元),营业外收支净额(万元),利润总额(万元),净利润(万元),净利润(扣除非经常性损益后)(万元),经营活动产生的现金流量净额(万元),现金及现金等价物净增加额(万元),总资产(万元),流动资产(万元),总负债(万元),流动负债(万元),股东权益不含少数股东权益(万元),净资产收益率加权(%),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),净资产收益率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重(%),非主营比重(%),主营利润比重(%),流动比率(%),速动比率(%),现金比率(%),利息支付倍数(%),资产负债率(%),长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),存货周转天数(天),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%)
000001,1,1.56,11.29,-0.13,"9,616,300","2,889,500","2,889,500","392,400","-4,900","2,884,600","2,186,500","2,190,200","-182,600","7,788,500","250,714,900",--,"234,564,900",--,"16,150,000",14.94,0.87,--,0.93,78.42,--,--,--,13.54,184.36,16.33,1.05,30.05,--,13.43,-23.13,--,--,--,--,93.56,--,6.44,--,"3,373.02","1,452.41",--,--,51.47,"1,552.41",0.00,--,0.19,--,10.42,23.33,14.67,--,--,--,--,--,--,--,--,--,--,-0.00,-0.08,-0.00,--
000776,1,0.85,6.69,4.29,"1,339,497","655,323","655,323","356,014","9,537","664,860","502,257","494,946","2,541,695","5,279,377","24,009,978",--,"19,872,232",--,"3,961,088",13.56,2.14,--,2.88,99.38,--,--,--,12.68,104.08,14.89,2.57,48.92,--,54.98,-11.49,--,--,--,--,82.77,--,17.23,1.25,"4,689.92",480.27,541.04,6.76,46.50,580.27,7.25,--,0.37,--,82.95,18.94,104.60,--,--,--,--,--,--,--,--,--,--,0.11,4.94,0.13,--
000025,1,0.05,--,--,"46,499","7,052",919,"2,600",84,"1,003","1,035",878,621,"1,688","80,632","15,348","60,399","36,849","19,188",5.53,1.06,15.17,1.14,2.10,1.98,83.75,1.84,5.39,80.33,87.46,21.95,16.25,17.71,267.69,703.39,0.42,0.29,21.72,156.41,74.91,-0.83,25.09,22.15,136.32,298.52,171.38,46.88,46.85,322.66,270.39,137.53,18.41,-4.47,183.84,-0.68,15.03,145.54,2.47,7.01,3.06,0.62,51.32,583.47,2.91,123.57,0.01,0.01,0.73,0.01,1.69
600852,-1,-0.04,-6.13,--,"2,908",800,"-1,105",--,503,-602,-699,"-1,202",6,6,714,701,"101,404","96,672","-100,690",--,-97.90,27.52,-91.59,-15.49,-38.01,71.40,-24.03,--,-4.25,--,-97.90,28.60,61.26,-83.50,-132.85,0.01,0.01,0.31,-25.05,"14,203.67",--,"-14,103.67",--,--,-100.71,--,--,--,-0.01,-96.01,--,--,0.31,--,--,-12.12,--,--,--,--,3.81,--,94.46,3.88,92.86,0.00,0.01,--,0.00,0.01
300494,1,1.17,3.11,1.08,"23,171","18,481","11,690",--,181,"11,871","10,562","10,420","9,678","4,392","30,891","24,712","2,910","2,900","27,980",40.51,34.19,79.76,38.29,105.08,50.45,18.80,45.58,37.75,127.43,40.99,37.13,81.20,28.52,1.53,155.69,8.52,8.49,633.31,"-4,077.75",9.42,--,90.58,--,501.50,10.40,--,--,86.02,22.08,10.36,--,18.06,8.72,-16.65,27.66,27.24,4.97,72.37,96.70,4.09,0.84,3.72,428.57,1.08,333.46,0.42,0.31,0.92,3.33,333.77
000765,-1,0.07,--,--,"1,109",302,3,--,"1,776","1,779","1,778",2,226,235,"11,202","1,188","79,927","66,124","-68,644",0.00,15.88,27.26,12.31,164.07,0.25,69.62,160.35,--,7.15,--,15.88,30.38,25.00,99.84,17.00,0.02,0.01,0.51,"2,278,651.04",713.54,--,-613.54,--,--,-116.30,--,--,--,-14.57,-96.21,--,--,103.18,--,--,-36.72,8.69,41.43,0.98,--,0.08,366.26,"4,687.50",0.83,433.58,0.20,0.02,0.13,0.00,0.34
600420,1,0.66,--,--,"274,884","125,912","25,297",-7,"4,417","29,714","18,999","15,420","25,851","-2,482","380,922","165,625","241,706","98,004","116,710",17.69,6.50,45.81,7.12,12.01,9.20,53.62,9.01,16.28,243.12,50.25,18.36,46.38,35.81,14.84,423.75,1.69,0.90,37.37,733.21,63.45,1.82,36.55,32.36,89.50,173.62,82.03,46.96,77.48,154.65,158.94,163.08,40.84,16.98,32.01,5.05,21.10,11.59,31.07,2.30,2.61,0.79,156.60,455.41,1.77,203.23,0.09,0.07,1.04,0.11,26.38
002746,1,0.37,6.72,0.82,"173,469","13,222","4,096",506,383,"4,480","4,434","3,671","9,811","-5,397","149,832","63,132","69,558","65,581","80,274",5.68,2.96,7.62,3.09,2.65,2.36,92.37,2.56,5.52,--,26.20,14.04,7.63,5.08,19.85,295.14,0.96,0.49,23.97,360.09,46.42,-1.48,53.58,2.42,126.48,86.65,103.34,4.32,79.27,108.00,86.21,207.73,42.36,-2.16,-6.88,5.85,8.86,49.37,7.29,5.73,3.36,1.21,62.86,298.28,2.92,123.19,0.06,0.07,2.21,0.14,14.96
300473,1,1.80,9.69,1.85,"67,448","24,329","15,074",246,902,"15,976","13,469","12,509","13,880","6,972","108,252","82,240","34,137","26,326","72,700",19.53,12.29,36.07,13.37,30.73,22.35,63.15,19.73,18.53,332.41,33.64,23.03,36.85,13.16,7.19,152.29,3.12,2.66,133.88,"-14,462.45",31.53,--,68.47,--,380.95,46.06,--,--,62.59,35.10,35.52,--,17.97,10.14,1.45,18.96,19.20,5.11,70.42,3.70,3.75,0.68,97.38,531.21,0.89,405.95,0.21,0.13,1.04,0.41,52.72
300431,1,0.47,3.19,0.90,"38,621","27,396","3,245",97,424,"3,669","4,194","3,730","8,072","4,083","45,333","32,370","16,417","16,252","28,679",15.78,9.23,70.94,10.29,10.42,8.40,25.45,10.84,14.62,70.87,22.06,14.07,74.55,62.07,14.18,746.65,1.99,1.97,83.04,"-17,137.69",36.21,--,63.79,--,"1,107.90",56.77,--,--,54.34,44.83,56.20,--,5.76,18.92,8.61,18.10,25.72,2.33,154.40,34.78,14.79,0.95,10.35,379.35,1.33,271.27,0.21,0.18,1.93,0.49,49.67
600425,1,0.00,--,--,"273,138","9,435","-47,752","2,749","37,717","-10,036",644,"-19,347","50,680","20,128","1,205,898","285,116","618,786","368,184","530,749",0.12,-0.98,3.45,-0.99,-3.11,-17.48,95.88,-4.33,0.12,126.60,29.73,14.48,4.12,21.43,-403.22,-94.01,0.77,0.40,13.98,61.44,51.31,-0.11,48.69,0.79,121.86,105.39,154.34,1.59,72.10,156.83,64.32,308.07,39.95,12.61,-238.10,-3.62,1.75,5.28,68.17,1.95,0.47,0.23,184.40,"1,575.49",1.00,360.76,0.19,0.04,--,0.08,13.77
300325,1,0.18,2.41,0.23,"137,851","17,205","7,195",164,143,"7,339","5,878","5,758","7,477","-4,259","180,910","125,996","101,847","87,724","77,072",7.89,3.37,12.48,3.74,5.62,5.22,87.36,4.43,7.63,47.68,19.30,8.43,12.64,7.27,4.18,234.44,1.44,1.21,44.62,350.49,56.30,0.36,43.70,7.59,359.23,128.82,59.18,14.80,70.62,69.46,128.32,170.21,12.17,22.60,-4.82,7.18,24.78,3.34,107.77,7.61,8.93,0.85,47.33,425.53,1.16,311.07,0.05,0.04,1.23,0.07,8.52
002378,1,0.15,--,--,"203,883","37,130","8,861","1,111",787,"9,647","6,512","5,781","9,210","3,411","316,512","148,976","109,851","85,607","206,661",4.22,2.06,18.21,2.11,5.04,4.35,81.10,3.19,3.15,133.26,29.80,19.46,18.90,12.10,19.67,384.87,1.74,1.02,30.04,232.55,34.71,0.25,65.29,4.93,191.81,53.16,75.38,7.02,66.18,81.07,48.97,302.58,34.04,4.42,-39.94,45.26,5.72,9.03,39.87,2.46,1.90,0.66,146.14,543.72,1.40,256.52,0.05,0.03,1.41,0.08,10.76
002067,1,0.01,--,--,"288,821","35,418",-73,"2,334",558,485,"1,140",941,"46,096","6,361","581,023","240,753","280,229","178,400","292,051",0.39,0.05,12.26,0.06,0.17,-0.03,87.53,0.11,0.39,100.05,36.39,18.84,12.47,13.16,596.13,"7,299.04",1.35,1.11,37.56,104.51,48.23,0.44,51.77,4.70,137.67,93.16,103.70,8.33,66.69,113.12,68.40,272.58,37.60,-4.41,-42.12,0.99,11.98,5.52,65.17,6.38,1.32,0.53,56.45,685.45,1.21,298.63,0.16,0.08,144.97,0.16,25.84
600141,1,0.15,--,--,"1,239,234","171,019","15,283","1,907","3,089","18,372","7,727","4,865","73,899","-8,203","2,137,331","443,724","1,533,034","991,524","487,042",1.55,0.48,13.80,0.50,1.52,1.23,84.74,0.83,1.59,460.63,40.40,11.42,15.26,11.63,27.20,930.86,0.45,0.33,12.05,128.09,71.73,-0.42,28.27,10.71,54.70,253.69,203.25,27.48,82.53,280.26,201.97,158.44,51.69,8.78,-81.02,-0.62,8.70,22.85,15.75,9.28,1.18,0.60,38.80,596.03,2.91,123.91,0.06,0.03,7.22,0.05,7.45
002524,1,-0.17,--,--,"62,631","8,153","-7,272",892,872,"-6,401","-8,766","-9,913","9,528","-30,556","203,707","66,246","99,958","70,923","76,678",-10.87,-3.35,13.02,-3.39,-9.31,-11.61,85.47,-10.90,-11.43,17.50,8.49,4.32,14.53,22.83,-27.55,-127.39,0.93,0.75,27.46,-73.64,49.07,-1.69,50.93,3.88,125.03,96.35,123.12,7.08,84.15,132.49,75.98,234.14,40.73,23.92,-846.14,0.26,2.27,2.52,142.66,4.02,0.88,0.31,89.53,"1,157.93",0.78,462.01,0.15,0.05,--,0.10,13.43
300477,1,0.92,5.08,0.23,"91,146","27,545","8,921",--,93,"9,014","7,529","7,449","1,897","-2,141","99,396","86,732","57,337","56,836","41,755",19.40,7.55,30.22,8.29,11.08,9.79,69.25,8.23,18.03,129.06,25.22,10.67,30.75,19.46,1.04,305.58,1.53,1.21,49.29,"4,871.44",57.69,--,42.31,--,616.04,136.32,--,--,68.74,30.11,135.13,--,6.87,27.61,-1.81,16.18,21.84,2.96,121.71,3.66,12.91,1.01,98.37,357.39,1.16,310.48,0.02,0.02,0.25,0.03,3.34
002753,1,0.81,--,0.24,"84,836","17,708","6,903",--,165,"7,069","5,961","5,821","1,812","-5,506","81,941","45,907","30,838","19,274","51,104",12.42,7.27,20.87,7.65,9.12,8.14,78.77,7.03,11.66,--,26.75,16.69,21.23,12.26,2.34,250.52,2.38,1.60,21.77,606.88,37.63,0.38,62.37,12.20,182.82,60.34,58.97,16.37,78.38,70.51,57.28,261.90,34.11,2.96,18.88,13.52,10.86,6.00,60.00,5.04,3.21,1.09,71.40,330.70,1.93,186.65,0.02,0.02,0.30,0.06,9.40
000010,1,-0.13,--,--,"23,030","3,660","-5,151",-244,"-2,400","-7,551","-7,455","-5,642","-12,069","-6,795","80,422","69,595","25,263","19,755","54,627",-13.52,-9.37,15.89,-8.22,-29.17,-22.37,82.21,-32.70,-13.65,-7.38,-7.87,-5.40,17.79,28.28,35.02,-48.46,3.52,2.83,196.63,995.24,31.41,0.11,68.59,6.71,997.25,45.80,17.88,8.92,63.41,19.63,45.60,317.68,6.88,-36.45,"-2,076.47",-16.39,-21.75,1.91,188.75,0.90,4.34,0.25,400.40,"1,431.98",0.28,"1,294.03",-0.52,-0.15,--,-0.48,-61.09
002173,1,-0.05,--,--,"18,331","6,657","-1,146",952,220,-926,"-1,084","-2,196","1,065","-1,673","104,082","87,939","56,220","55,739","47,862",-2.22,-1.04,36.32,-1.04,-4.51,-6.25,61.26,-5.91,-2.27,13.96,5.98,2.75,38.74,48.32,-126.47,-718.60,1.58,0.29,4.24,72.15,54.01,0.01,45.99,0.46,616.38,117.46,33.39,0.99,66.31,33.73,117.46,177.78,7.46,-38.72,-143.96,-4.57,-0.99,1.71,210.74,0.16,2.78,0.18,"2,215.38","2,054.79",0.21,"1,721.66",0.06,0.01,--,0.02,1.91
000969,1,-0.22,--,--,"415,570","45,786","-18,874",883,538,"-18,336","-18,989","-20,800","12,904","-10,534","773,309","374,679","334,296","214,918","307,108",-5.97,-2.41,11.02,-2.44,-4.32,-4.54,88.61,-4.48,-6.18,125.97,24.76,14.05,11.39,13.23,-7.75,-249.71,1.74,1.21,43.32,-159.32,43.23,0.02,56.77,0.40,147.84,76.15,90.17,0.69,70.00,90.80,49.65,330.86,38.40,7.98,-401.91,-4.46,3.14,5.05,71.27,3.17,1.57,0.55,113.45,659.70,1.13,317.52,0.03,0.02,--,0.04,6.00
601113,1,-0.12,--,--,"170,240","14,703","-9,597",--,"2,007","-7,590","-7,399","-9,182","-23,964","-32,527","375,680","170,652","210,136","181,108","165,544",-4.33,-1.97,8.64,-2.17,-4.32,-5.64,91.35,-4.35,-4.47,45.40,17.55,7.73,8.65,11.88,-26.44,-193.71,0.94,0.73,34.76,-30.25,55.93,-2.43,44.07,6.76,136.41,126.94,107.38,13.30,76.90,123.85,124.74,175.91,32.30,0.37,-193.02,-6.02,22.07,7.57,47.55,5.12,1.73,0.50,70.25,722.60,1.02,354.05,-0.14,-0.06,--,-0.11,-13.23
300072,1,0.79,3.80,0.63,"300,991","92,431","48,775",-8,421,"49,196","40,198","39,824","31,864","43,887","528,082","392,366","318,955","251,318","193,391",23.88,7.79,30.71,9.56,20.02,16.20,68.58,13.66,20.79,106.96,26.02,10.31,31.42,12.36,0.84,187.88,1.56,1.36,49.07,486.92,60.40,0.09,39.60,2.46,297.83,152.52,61.10,5.85,84.07,64.90,126.39,194.24,13.30,150.65,100.84,34.29,59.14,2.14,168.55,4.71,5.80,0.70,76.49,514.21,0.96,374.69,0.11,0.06,0.78,0.10,12.68
002299,1,0.08,--,--,"643,606","52,460","-1,113",-982,"4,891","3,778","7,618","3,910","92,082","-20,194","1,003,856","240,945","639,698","545,289","317,999",2.42,0.38,8.15,0.42,0.59,-0.17,91.84,0.59,2.40,123.56,30.91,11.21,8.16,7.44,103.46,"1,388.50",0.44,0.19,9.59,113.46,63.72,-0.08,36.28,2.42,59.71,175.66,196.42,6.25,84.87,209.50,156.40,172.71,60.75,36.70,--,7.80,22.41,25.21,14.28,5.06,1.20,0.71,71.15,510.13,2.93,122.88,0.14,0.09,24.25,0.14,16.89
002497,1,0.47,4.50,--,"145,487","66,983","30,386","3,283",92,"30,477","22,748","21,815","19,751","-16,222","291,094","83,666","54,706","48,771","216,087",10.87,8.55,46.04,8.72,25.94,20.89,52.79,17.11,10.53,116.79,23.71,19.26,--,26.80,11.07,219.78,1.72,1.41,41.50,"4,213.31",18.79,0.06,81.21,0.76,384.81,23.14,86.94,0.92,66.34,87.75,21.56,506.33,21.10,13.28,1.39,5.29,4.03,8.18,44.02,6.37,2.64,0.51,56.55,706.30,1.70,212.09,0.14,0.07,0.79,0.36,40.50
000679,1,-0.52,--,--,"279,384","53,657","-34,649",346,"18,255","-16,394","-18,705","-31,044","6,560","-111,656","842,799","636,756","659,263","501,835","126,226",-13.68,-2.65,19.21,-2.58,-5.70,-12.40,77.04,-8.01,-14.82,131.69,25.57,5.57,22.96,22.22,-113.46,-327.30,1.27,0.26,18.55,-45.22,78.22,1.15,21.78,18.47,158.91,359.20,60.74,45.89,62.50,112.26,358.24,124.70,13.70,-22.33,-301.87,-12.00,-5.32,220.97,1.63,0.43,2.81,0.32,836.63,"1,116.63",0.42,854.50,0.02,0.01,--,0.01,1.31
002180,1,0.59,--,--,"47,953","28,757","22,021",674,"2,583","24,603","20,228","19,367","20,549","47,558","67,173","65,979","8,747","8,247","56,351",38.55,31.19,59.97,38.27,92.87,45.92,38.91,43.68,35.90,51.11,36.98,32.17,61.09,15.22,13.24,116.88,8.00,7.34,630.80,"-3,661.05",13.02,--,86.98,--,"6,991.38",14.97,--,--,55.92,2.04,14.11,--,1.24,250.45,"8,827.87",55.71,58.76,6.07,59.31,3.23,10.13,0.88,111.53,410.96,1.01,355.66,0.43,0.31,0.98,2.35,249.19
300118,1,0.50,--,--,"525,944","112,402","43,064",-200,"1,737","44,801","32,239","31,197","-14,362",-621,"848,644","590,298","534,648","390,702","302,275",11.30,4.03,21.37,4.76,9.43,8.19,78.16,6.50,10.67,85.97,18.47,6.83,21.84,11.70,3.43,250.89,1.51,1.25,35.86,366.61,63.00,0.61,37.00,14.32,219.39,170.27,59.31,27.91,85.73,82.28,163.14,163.14,16.86,78.15,339.62,12.45,44.56,2.53,142.21,5.12,3.66,0.73,70.36,491.33,1.09,330.58,-0.03,-0.02,-0.42,-0.03,-3.68
002273,1,0.40,--,--,"97,722","31,733","17,466",-21,823,"18,289","15,302","14,600","14,968","-19,033","179,813","63,784","36,938","22,372","140,076",11.90,8.70,32.47,10.27,22.96,17.87,66.99,16.01,10.92,124.24,33.37,26.51,33.01,14.00,4.38,173.51,2.85,2.03,34.17,"5,308.86",20.54,0.29,79.46,6.67,227.69,25.85,74.92,7.75,66.21,81.21,24.06,472.64,34.90,56.01,34.48,25.11,44.19,4.54,79.37,4.29,1.73,0.64,83.93,560.92,1.54,233.80,0.15,0.08,0.96,0.41,66.91
002417,-1,0.11,--,--,"47,878","9,104","1,407","11,759","3,234","4,641","2,938","-11,327","-7,253","12,470","104,586","99,652","59,861","59,356","44,690",6.80,2.76,19.01,2.65,8.50,2.94,78.81,6.02,6.57,30.09,18.16,7.77,21.19,33.06,323.06,196.16,1.68,1.39,48.58,403.87,57.24,--,42.76,--,"4,623.31",133.84,--,--,15.59,11.03,132.71,--,0.93,-8.07,--,6.50,-7.64,0.96,376.18,1.55,24.58,0.44,231.53,818.93,0.47,772.70,-0.15,-0.07,-2.52,-0.12,-12.22
600302,1,-0.28,--,--,"79,826","10,737","-9,973",112,409,"-9,564","-9,778","-10,243","1,777","-2,641","159,591","119,037","41,905","41,427","110,954",-8.44,-6.02,13.45,-5.75,-11.03,-12.49,86.10,-12.03,-8.81,74.32,21.85,16.11,13.90,22.09,-5.45,-112.26,2.87,1.56,82.55,"-5,252.87",26.26,--,73.74,--,547.97,35.61,--,--,37.82,34.46,35.20,--,13.46,-2.79,-768.87,-7.51,-8.44,3.19,112.88,1.19,3.50,0.48,301.48,752.82,0.63,569.71,0.02,0.01,--,0.04,4.29
002709,1,0.52,--,--,"70,569","20,480","6,497",277,794,"7,291","6,153","5,311","6,897","7,026","102,597","52,337","17,897","17,311","84,699",7.61,6.23,29.02,7.02,11.44,9.21,70.55,9.06,7.26,167.23,23.77,19.63,29.45,19.34,14.69,280.88,3.02,2.44,85.21,"-78,547.58",17.44,--,82.56,--,213.95,21.13,--,--,74.23,59.34,20.44,--,38.59,18.39,-24.47,49.85,28.94,4.36,82.49,5.37,1.96,0.77,67.05,464.64,1.59,225.86,0.10,0.07,1.08,0.39,39.84
300178,1,0.53,5.06,-1.02,"38,084","28,212","15,321",345,-301,"15,020","12,986","12,895","-24,918","-12,313","212,876","157,047","86,967","86,295","123,901",11.10,6.29,55.11,7.59,51.38,40.23,39.17,35.14,10.48,79.90,15.53,9.18,60.83,31.88,0.30,139.72,1.82,1.82,42.78,"9,056.50",40.85,--,59.15,--,702.92,69.07,--,--,74.39,44.34,68.54,--,8.41,6.67,46.67,9.87,52.36,2.30,156.38,--,2.31,0.22,--,"1,666.67",0.31,"1,160.92",-0.65,-0.12,-1.86,-0.29,-28.88
000798,1,0.07,--,--,"37,876",-120,"-5,862","1,268","7,872","2,009","2,105","1,625","-1,566","4,511","92,904","57,386","8,644","7,484","84,223",2.51,2.10,-0.32,2.09,4.48,-15.48,100.24,5.15,2.50,36.79,13.95,12.65,-0.24,18.19,454.82,-5.99,7.67,5.81,397.42,-481.94,9.30,--,90.70,--,321.15,10.26,--,--,72.80,42.15,8.88,--,28.24,27.90,-62.72,0.45,-0.60,32.68,11.01,2.70,1.41,0.41,133.25,885.61,0.64,561.18,-0.04,-0.02,-0.80,-0.18,-20.93
300101,1,0.19,2.73,0.68,"40,720","21,921","6,778",--,896,"7,675","5,152","4,422","18,983","18,078","117,389","92,392","37,442","33,410","75,820",7.03,5.64,53.83,6.11,23.07,16.65,45.81,16.26,6.79,44.76,15.56,10.60,54.19,35.53,11.68,285.62,2.77,2.06,159.92,"-4,309.89",31.90,--,68.10,--,848.77,46.83,--,--,61.81,31.27,41.79,--,8.02,56.13,--,6.61,17.99,2.82,127.53,0.99,4.21,0.38,364.52,958.72,0.50,715.42,0.47,0.16,2.87,0.51,56.82
600165,1,-0.39,--,--,"134,317","7,471","-12,680","8,634","1,365","-11,315","-10,796","-20,590","-24,190","-1,415","240,079","112,723","147,647","143,083","92,078",-11.07,-4.75,5.56,-4.60,-7.45,-9.44,94.02,-8.49,-11.73,163.60,48.49,18.67,5.98,18.66,-88.37,-66.03,0.79,0.52,21.01,-27.82,61.50,-0.10,38.50,1.25,135.32,159.73,133.45,3.14,54.85,137.78,158.04,159.72,28.45,-23.85,"-1,193.30",-14.99,-6.27,3.44,104.68,2.69,1.90,0.54,133.69,664.94,1.01,357.89,-0.18,-0.10,--,-0.16,-16.91
002135,1,0.09,--,--,"422,687","48,548","6,900",--,864,"7,763","6,452","5,412","26,113",527,"758,153","550,844","568,548","523,569","186,357",3.52,0.88,11.49,0.94,1.88,1.63,87.20,1.58,3.46,67.17,26.52,6.63,12.80,8.95,11.13,625.35,1.05,0.61,16.13,195.20,74.99,1.56,25.01,5.60,302.10,299.86,89.32,18.31,59.00,109.34,298.55,131.17,8.28,13.60,6.62,3.23,14.85,2.23,161.30,1.64,7.14,0.60,220.01,603.93,0.81,445.16,0.06,0.03,3.91,0.05,4.99
002209,1,0.07,--,--,"80,542","19,082",43,"3,503","1,214","1,257","1,280","-2,923","17,384","11,942","160,939","106,306","94,792","91,602","66,147",1.95,0.80,23.69,0.82,1.52,0.05,75.46,1.59,1.94,111.35,32.87,13.51,24.54,26.51,375.24,"1,518.11",1.16,0.76,27.76,229.52,58.90,0.07,41.10,0.64,150.25,143.31,81.33,1.53,68.27,82.59,140.04,171.72,27.36,-15.63,-3.26,1.62,6.42,2.21,162.59,1.62,1.79,0.52,222.69,697.67,0.81,444.88,0.22,0.11,13.58,0.18,18.98
002194,1,0.25,--,--,"177,236","33,574","16,172",--,193,"16,365","13,663","13,498","-17,520","-18,743","255,153","201,251","52,849","52,138","202,304",6.92,5.36,18.94,5.63,10.29,9.12,80.19,7.71,6.75,137.92,37.90,30.05,19.81,8.70,1.18,205.16,3.86,2.87,138.46,-806.33,20.71,0.00,79.29,0.00,541.05,26.12,26.64,0.00,37.24,26.64,25.77,470.82,14.65,57.64,180.05,4.17,10.96,4.03,89.31,3.53,5.33,0.73,101.84,492.68,0.92,392.41,-0.10,-0.07,-1.28,-0.33,-33.60
002371,1,0.12,--,--,"96,173","32,817","5,651",1,"4,372","10,023","4,187",217,"9,283","-5,031","388,616","146,597","192,202","80,144","183,087",2.29,1.89,34.12,1.93,11.56,5.88,65.38,7.65,2.29,101.87,18.27,9.23,34.62,24.31,43.63,327.43,1.83,1.12,26.52,"1,083.72",49.46,--,50.54,--,315.97,97.86,--,--,68.55,123.22,40.80,--,16.00,11.89,-44.31,1.99,3.74,2.02,178.34,1.06,1.64,0.25,338.09,"1,428.57",0.63,569.26,0.10,0.02,1.26,0.05,11.58
002488,1,0.35,--,--,"131,315","32,607","6,324",-287,903,"7,226","6,357","5,949","32,980","8,588","352,672","198,893","191,082","161,344","157,561",6.75,1.76,24.83,2.05,5.83,4.82,75.09,4.74,4.03,171.74,21.62,9.90,24.91,19.21,8.52,451.22,1.23,0.87,66.16,204.33,54.18,0.36,45.82,3.83,177.84,118.25,87.83,7.71,75.99,95.17,108.20,192.99,25.76,12.60,39.45,68.26,37.95,7.10,50.74,1.87,1.58,0.43,192.77,833.91,0.78,459.65,0.25,0.09,5.30,0.17,20.44
002163,1,0.02,--,--,"461,657","32,580","-25,213","11,348","12,523","-12,689","1,907","-14,086","22,478","-18,663","729,193","321,908","547,520","411,259","96,057",2.00,-1.80,7.06,-1.78,-2.57,-5.46,90.96,-2.85,1.99,72.55,32.09,8.00,9.04,13.99,-188.12,-256.75,0.78,0.49,16.99,42.34,75.09,-1.36,24.91,16.61,69.44,301.38,134.52,40.00,78.55,224.19,293.04,134.78,35.88,19.61,--,-6.12,-2.48,7.02,51.31,3.74,1.61,0.63,96.37,575.82,1.48,243.67,0.05,0.03,--,0.04,5.47
600367,1,0.09,4.20,--,"109,278","25,000","1,691",-668,"2,669","4,359","2,516","1,015","-4,546","-3,895","180,468","116,191","47,425","46,820","122,217",2.08,1.61,22.88,1.63,4.12,1.55,76.34,2.66,2.06,275.66,60.33,44.48,23.66,19.76,45.89,573.48,2.48,1.39,32.59,"1,833.48",26.28,--,73.72,--,322.92,35.65,--,--,34.75,48.31,35.19,--,22.83,3.77,262.81,1.78,2.15,7.34,49.03,1.59,2.71,0.61,225.86,588.24,0.94,381.28,-0.04,-0.03,-1.57,-0.10,-9.71
300192,1,0.16,2.68,0.17,"52,102","11,033","3,933",--,686,"4,619","3,952","3,316","4,210","-6,831","81,415","47,429","16,375","16,375","65,040",6.18,4.85,21.18,5.05,9.63,7.55,78.43,7.59,6.08,31.59,11.78,9.41,21.57,13.21,14.86,238.85,2.90,2.54,104.56,"-1,341.19",20.11,--,79.89,--,260.56,25.18,--,--,87.06,52.26,25.18,--,30.66,6.62,2.86,4.52,8.36,4.08,88.32,6.82,3.40,0.67,52.77,540.87,1.05,341.85,0.08,0.05,1.07,0.26,25.71
300188,1,0.52,4.26,0.78,"60,310","37,645","11,603",-430,"2,145","13,748","11,460","10,697","17,366","3,388","131,445","92,959","33,774","31,543","94,364",12.94,9.39,62.42,10.46,28.95,19.24,36.27,20.46,12.14,80.63,18.29,13.59,63.73,41.17,12.48,273.81,2.95,2.36,165.38,"-1,776.11",25.69,--,74.31,--,400.04,34.58,--,--,81.55,39.40,32.30,--,18.57,54.48,96.28,14.78,25.73,4.05,88.83,1.44,2.54,0.51,249.84,704.36,0.75,478.98,0.29,0.13,1.41,0.51,55.05
600005,1,0.13,--,--,"9,937,309","711,920","116,241","61,905","38,438","154,680","125,744","39,398","770,404","-48,711","9,606,351","3,570,266","5,948,439","5,609,179","3,626,036",3.18,1.35,7.16,1.36,1.57,1.17,92.51,1.30,3.47,599.53,165.44,62.99,7.49,6.47,64.87,460.25,0.64,0.43,5.41,171.46,61.92,-0.16,38.08,3.40,76.90,162.62,151.49,8.20,44.54,165.01,162.27,160.27,49.51,10.93,192.95,-1.48,1.47,16.53,21.78,7.83,1.87,1.04,45.98,345.49,3.37,106.76,0.08,0.08,5.96,0.13,13.73
002683,1,0.18,--,--,"300,538","58,822","13,448",308,"1,253","14,701","10,141","9,335","-22,021","-30,581","424,029","300,577","184,986","173,989","203,656",5.02,3.07,19.57,3.23,5.21,4.47,78.10,4.33,4.98,77.57,19.79,11.16,21.90,13.48,10.62,400.12,1.73,1.27,17.49,505.87,43.63,0.08,56.37,2.25,321.63,77.39,49.66,3.84,68.43,51.64,76.78,225.81,17.53,-11.59,-43.21,0.74,10.98,2.82,127.74,3.19,3.98,0.75,112.68,482.77,1.08,333.06,-0.07,-0.05,-1.69,-0.12,-12.66
